Id,Reputation,CreationDate,DisplayName,LastAccessDate,Location,Views,UpVotes,DownVotes,AccountId
17490,1,2020-03-10T22:29:50.257,Katinka,2020-03-10T22:29:50.257,"Amsterdam, Netherlands",0,0,0,17945626
17491,1,2020-03-11T11:59:56.507,pbelwal,2020-03-11T11:59:56.507,,0,0,0,13149923
17492,1,2020-03-11T23:16:40.097,Coralie Mikesha,2020-03-11T23:16:40.097,,0,0,0,17401315
17493,1,2020-03-12T07:47:15.323,M khatri,2020-03-12T07:47:15.323,,0,0,0,17958318
17494,3,2020-03-12T10:00:40.477,AldinH,2020-07-02T09:50:54.727,"Heerenveen, The Netherlands",0,0,0,15659008
17495,31,2020-03-12T12:55:54.987,James M. Corson,2020-03-12T23:45:29.600,"Garfield, NJ, USA",4,0,0,17960342
17496,1,2020-03-12T22:39:04.097,John Stoops,2020-03-12T23:11:58.927,,0,0,0,17963658
17497,103,2020-03-13T00:26:49.557,ximaera,2020-03-17T09:15:59.570,"Praha, Česko",0,1,0,2046418
17498,41,2020-03-13T04:50:34.993,GEGEGE,2020-03-13T08:28:39.950,,0,0,0,17964991
17499,1,2020-03-13T11:27:06.610,Tribute Boxing and Fitness,2020-03-13T11:27:06.610,"Victoria, Australia",1,0,0,17487510
17500,1,2020-03-13T12:56:06.470,shysquirrel,2020-03-13T12:56:06.470,,0,0,0,17967443
17501,1,2020-03-13T18:34:46.530,Andy,2020-03-13T18:34:46.530,,1,0,0,17969541
17502,1,2020-03-13T19:29:03.943,Penny,2020-03-13T19:29:03.943,,1,0,0,17969842
17503,1,2020-03-14T11:35:09.020,Puppy Training,2020-03-14T11:35:09.020,,1,0,0,17973116
17504,1,2020-03-14T13:55:21.907,Jen D,2020-03-17T03:51:50.350,,2,0,0,17973714
17505,109,2020-03-14T16:02:15.087,Greg Ferreri,2020-10-02T18:16:05.923,"Cleveland, OH",2,0,0,119454
17506,13,2020-03-14T19:49:06.737,user17506,2020-08-12T18:20:06.587,,0,0,0,17114609
17507,11,2020-03-15T06:17:06.440,Rose,2020-03-21T20:37:53.003,,2,0,0,17977183
17508,1,2020-03-15T16:10:45.830,Aya Ranj,2020-03-15T16:29:50.383,,0,0,0,17979595
17509,101,2020-03-15T21:17:34.027,Ivan,2020-03-15T21:17:34.027,,0,0,0,8709093
17510,1,2020-03-15T22:36:55.883,Peter Winters,2020-03-18T13:32:19.620,,1,0,0,17981292
17511,1,2020-03-16T03:45:47.347,Monet Ingalise,2020-03-16T03:45:47.347,,0,0,0,17982238
17512,1,2020-03-16T09:12:47.567,Kristy O,2020-03-16T09:12:47.567,,0,0,0,17983822
17513,101,2020-03-16T17:59:34.393,gdawgrancid,2020-03-16T17:59:34.393,,0,0,0,263558
17514,1,2020-03-16T19:04:56.463,Crystal Flores,2020-03-16T19:04:56.463,,0,0,0,17987531
17515,121,2020-03-17T17:27:38.440,eclipsis,2020-04-15T00:43:31.790,,1,0,0,1427243
17516,1,2020-03-17T18:15:30.897,Steven,2020-03-17T18:15:30.897,"Washington, USA",0,0,0,17982706
17517,1,2020-03-18T08:28:21.943,Bangtao Dive Center,2020-03-18T08:28:21.943,"37/7 Moo.3 Soi.Bangtao4, Ao Bangtao Rd,Cherngtalay, Thalang,Phuket 83110 Thailand",0,0,0,17909176
17518,1,2020-03-18T19:17:21.900,LaceyLaPlante,2020-03-18T19:17:21.900,,1,0,0,18003238
17519,1,2020-03-19T05:24:21.330,Teresa Graham,2020-03-19T05:54:35.863,"Flint, Michigan, USA",0,0,0,18005643
17520,1,2020-03-19T08:24:15.580,nevastech-gpsupport,2020-03-20T08:31:34.817,,0,0,0,17692667
17521,121,2020-03-19T18:27:30.590,Ritesh Kaushik,2021-01-08T15:30:20.173,India,2,0,0,1723585
17522,1,2020-03-19T18:38:53.853,Rocky,2020-03-19T18:38:53.853,,0,0,0,18010826
17523,101,2020-03-20T22:58:02.863,academic,2020-10-01T12:14:53.160,,1,0,0,1667698
17524,1,2020-03-21T04:17:10.420,Raelean Cables,2020-03-21T04:17:10.420,,0,0,0,18020786
17525,11,2020-03-21T12:16:12.273,user17525,2020-03-21T12:16:12.273,,0,0,0,18022837
17526,11,2020-03-21T16:51:42.470,maxine,2020-03-23T00:27:15.997,,0,0,0,18024265
17527,1,2020-03-21T18:14:06.887,fur.ma.ber,2020-03-21T18:14:06.887,,0,0,0,18024719
17528,303,2020-03-21T21:04:32.440,HiddenWindshield,2021-02-02T15:31:51.813,,1,1,0,12538089
17529,1,2020-03-22T02:02:00.830,Bailee Franklin,2020-04-16T21:03:13.797,,0,0,0,18026611
17530,1,2020-03-22T16:30:36.093,user17530,2020-03-22T16:30:36.093,,0,0,0,18030440
17531,41,2020-03-22T23:59:23.657,Jaime S,2020-03-23T00:16:11.890,,0,0,0,18020350
17532,101,2020-03-23T20:35:06.580,Mark K Cowan,2020-03-23T20:35:06.580,"Tallinn, Estonia",0,1,0,1181543
17533,101,2020-03-23T23:31:22.337,Hermann,2021-01-13T11:22:34.320,,0,3,0,3206157
17534,101,2020-03-24T00:24:22.753,David Waterworth,2021-01-16T00:52:14.213,,0,1,0,3571421
17535,313,2020-03-24T06:37:55.740,Sea Jay,2020-05-23T11:49:23.627,Cyberspace,29,0,0,13164166
17536,1,2020-03-24T08:35:08.390,Virginia Sanchez,2020-03-24T08:35:08.390,,0,0,0,18043076
17537,1,2020-03-24T10:24:40.307,EMMLeon,2020-03-24T10:24:40.307,,0,0,0,17300971
17538,101,2020-03-24T12:34:21.187,AbdurrahmanY,2020-03-24T12:34:21.187,Turkey,0,1,0,3340837
17539,101,2020-03-24T13:10:53.203,silentsudo,2020-03-24T13:10:53.203,Bangalore,0,0,0,1947573
17540,21,2020-03-24T14:01:22.917,Cyntia,2020-03-24T14:01:22.917,,2,0,0,18045259
17541,101,2020-03-24T14:23:15.150,fraglord,2020-03-31T08:14:56.400,,0,0,0,8726657
17542,101,2020-03-24T16:01:04.073,Thor,2020-03-27T10:25:47.143,,0,0,0,279254
17543,101,2020-03-24T16:09:18.920,Gordon Davisson,2021-02-14T17:41:53.257,,0,0,0,32384
17544,101,2020-03-24T16:26:55.763,TheGreatCabbage,2020-08-30T17:42:52.847,,0,4,0,8486552
17545,1,2020-03-24T17:08:36.193,Mastro,2020-03-24T17:08:36.193,,0,0,0,18029464
17546,101,2020-03-24T18:39:25.983,Michael Harvey,2021-01-24T13:02:14.170,"Bristol, UK",8,5,0,502332
17547,101,2020-03-24T21:02:58.103,Kirk Woll,2021-02-02T18:18:55.347,California,0,5,0,64324
17548,101,2020-03-24T22:07:19.750,Askar Kalykov,2021-01-08T19:06:22.343,"Bad Homburg vor der Höhe, Germany",0,1,0,372736
17549,1,2020-03-24T23:08:11.373,Helaina,2020-03-24T23:08:11.373,,2,0,0,18048928
17550,101,2020-03-25T00:22:43.450,JBentley,2021-01-08T12:00:01.833,"London, United Kingdom",1,5,0,1271283
17551,61,2020-03-25T01:36:41.340,olivia olson,2020-04-04T07:00:31.550,,3,0,0,18049542
17552,1,2020-03-25T06:06:04.670,Lisa G,2020-03-25T06:26:24.510,,0,0,0,18050661
17553,1,2020-03-25T07:55:20.577,love cha everyday,2020-03-25T07:55:20.577,,0,0,0,18051195
17554,101,2020-03-25T09:10:25.367,htmlcoderexe,2021-01-10T00:15:12.420,Earth,0,0,0,3196061
17555,101,2020-03-25T14:28:50.630,Will Crawford,2020-12-25T10:46:13.687,"London, United Kingdom",0,0,0,6970878
17556,11,2020-03-25T14:51:40.967,JOnas,2020-03-25T14:51:40.967,,2,0,0,18054152
17557,1,2020-03-25T15:50:01.570,JOnas,2020-03-25T15:50:01.570,Sweden,0,0,0,18054614
17558,111,2020-03-25T16:45:50.503,Sorin Mocanu,2020-05-03T07:12:21.410,"Zurich, Switzerland",0,0,0,24975
17559,9,2020-03-25T17:06:54.040,user17559,2020-03-25T17:06:54.040,,0,0,0,18055232
17560,121,2020-03-25T17:43:58.137,Owen Reynolds,2021-02-13T02:01:10.093,,7,3,0,3786825
17561,31,2020-03-25T18:36:00.087,user17561,2020-03-25T18:36:00.087,,2,0,0,18055881
17562,1,2020-03-25T21:29:35.820,Rafael Santos,2020-03-25T21:29:35.820,"Stockholm, Sweden",0,0,0,2680083
17563,1,2020-03-25T23:45:04.827,Firefrost,2020-03-25T23:45:04.827,"Salzburg, Österreich",0,0,0,3475778
17564,101,2020-03-26T06:04:17.927,Swiss Frank,2020-09-17T08:38:56.937,"Tokyo, Japan",0,0,0,2785627
17565,111,2020-03-26T14:34:09.617,snowleopard,2020-05-11T16:59:21.177,,2,0,0,1562123
17566,1,2020-03-26T15:24:14.867,user17566,2020-03-26T17:08:43.010,,1,0,0,18063197
17567,1,2020-03-26T18:00:13.740,JLB,2020-03-26T18:00:13.740,,0,0,0,1282604
17568,1,2020-03-26T19:40:16.307,gst,2020-10-01T17:04:04.350,Rio Grande do Sul,0,0,0,1925674
17569,101,2020-03-26T19:40:43.980,hundredcats,2020-10-05T12:02:22.537,,0,0,0,17156100
17570,101,2020-03-26T22:09:55.077,Sriotchilism O'Zaic,2021-02-13T08:11:38.023,"New York, NY, USA",0,1,0,5030104
17571,1,2020-03-26T22:57:47.260,izabyl,2020-12-04T18:37:24.893,,0,0,0,18066245
17572,1,2020-03-26T23:20:32.457,Shabana Khan,2020-03-26T23:20:32.457,,0,0,0,18066356
17573,1,2020-03-27T00:31:01.173,Drew Raper,2020-03-27T00:46:24.983,,0,0,0,18066645
17574,21,2020-03-27T04:06:10.593,Dave,2020-03-27T04:06:10.593,,3,0,0,18067492
17575,101,2020-03-27T05:04:44.290,Justin Ohms,2020-11-11T01:05:37.863,"Seattle, WA",0,0,0,231971
17576,101,2020-03-27T08:06:21.560,Payel Senapati,2020-12-31T14:30:12.880,,0,0,0,16765025
17577,1,2020-03-27T10:35:20.747,Dawn Williams,2020-03-27T10:35:20.747,,0,0,0,18069709
17578,1,2020-03-27T11:28:50.243,user17578,2020-03-27T11:28:50.243,,0,0,0,18070047
17579,101,2020-03-27T11:37:00.717,user3556983,2020-03-27T12:18:20.127,,0,0,0,4359358
17580,1,2020-03-27T15:38:37.320,Shane Frakes,2020-03-27T15:38:37.320,,0,0,0,14352755
17581,1,2020-03-27T16:14:22.760,Jonathan Drnjevic,2020-03-27T16:14:22.760,,0,0,0,18072064
17582,11,2020-03-28T07:27:59.790,user17582,2020-03-28T07:27:59.790,,1,0,0,18076338
17583,51,2020-03-28T10:44:40.950,ruslan jankurazov,2020-10-21T06:48:04.783,,1,1,0,8558237
17584,11,2020-03-28T14:40:19.243,Ashlyn Posladek,2020-05-20T16:27:43.173,,0,0,0,18079407
17585,1,2020-03-30T17:19:20.420,Crisstti,2020-03-30T17:19:20.420,,0,0,0,17860209
17586,121,2020-03-30T18:59:19.547,obe,2021-02-04T12:30:56.630,,2,0,0,873521
17587,11,2020-03-30T22:12:27.660,Fırat Özkan,2020-04-04T22:05:37.343,,2,0,0,18100890
17588,1,2020-03-31T04:34:07.337,Valeria Ferrer,2020-04-08T15:12:38.460,,1,0,0,18104140
17589,1,2020-03-31T19:01:01.713,Nora Thatcher,2020-03-31T19:01:01.713,,0,0,0,18117487
17590,1,2020-03-31T19:17:32.740,Jacqui Flynn,2020-03-31T19:17:32.740,,0,0,0,18117717
17591,1,2020-03-31T23:19:06.867,Lethal Scoper,2020-03-31T23:19:06.867,,0,0,0,18120182
17592,1,2020-04-01T01:20:32.657,Carol-Ann Lamothe,2020-04-01T01:20:32.657,,1,0,0,18121008
17593,11,2020-04-01T05:37:32.400,jeremiah,2020-04-01T05:37:32.400,,5,0,0,18122961
17594,1,2020-04-01T12:49:56.967,Forrest Meggers,2020-04-01T12:49:56.967,,0,0,0,2535087
17595,1,2020-04-01T15:21:29.733,Nhật Minh,2020-04-01T15:21:29.733,"323 Lương Thế Vinh, Nam Từ Liêm, Hanoi, Vietnam",0,0,0,18130653
17596,26,2020-04-01T21:05:22.957,Gavan Jones,2020-04-01T21:29:21.053,,0,0,0,18135575
17597,1,2020-04-02T04:04:45.783,Ashish Chahar,2020-04-02T04:04:45.783,,2,0,0,18138711
17598,1,2020-04-02T09:57:14.707,Clair Power,2020-04-02T09:57:14.707,,0,0,0,18142401
17599,1,2020-04-02T12:05:56.053,Texas Blue Eyes,2020-04-02T12:31:09.677,"San Antonio, TX, USA",0,0,0,18143256
17600,1,2020-04-02T14:45:39.207,heather,2020-04-03T13:54:30.937,,0,0,0,18146426
17601,1,2020-04-03T01:51:57.090,Sirmike,2020-04-03T01:51:57.090,,0,0,0,18153301
17602,1,2020-04-03T06:17:19.930,user17602,2020-04-03T06:17:19.930,,2,0,0,18155189
17603,101,2020-04-03T08:10:55.163,Kromen,2020-04-03T08:10:55.163,,0,0,0,4268762
17604,21,2020-04-03T08:29:31.693,ruchi,2020-04-24T06:50:00.383,,0,0,0,8194375
17605,11,2020-04-03T14:56:24.340,The Leopard Gecko Girl,2020-05-23T00:00:53.983,,0,0,0,18161197
17606,141,2020-04-03T18:47:05.080,Fibericon,2021-02-13T08:20:44.410,,1,0,0,254001
17607,1,2020-04-03T19:54:45.703,Fernando Dinis,2020-04-03T19:54:45.703,,0,0,0,18164542
17608,1,2020-04-03T20:25:11.007,Dede,2020-04-03T21:13:57.873,,0,0,0,18164825
17609,11,2020-04-04T04:05:17.547,Nicole,2020-04-04T04:05:17.547,,1,0,0,18167417
17610,1,2020-04-04T04:17:17.153,Nicole8583,2020-05-08T03:53:18.063,,1,0,0,18167468
17611,1,2020-04-04T12:00:06.307,Kitty Pink,2020-04-04T18:04:21.537,,0,0,0,18170510
17612,123,2020-04-04T16:38:08.773,Rob,2020-05-21T15:11:50.993,,1,1,0,16306659
17613,11,2020-04-04T23:19:47.210,Aimless,2020-04-04T23:37:51.297,,4,0,0,18175850
17614,1,2020-04-05T07:19:04.690,Rinska C,2020-04-05T07:19:04.690,,0,0,0,18176721
17615,1,2020-04-05T17:01:15.123,Dave Fulcher,2020-04-05T18:17:33.023,,0,0,0,18182755
17616,133,2020-04-05T17:18:39.073,Cohnal,2021-02-27T20:46:25.847,Deutschland,2,3,0,7242803
17617,171,2020-04-05T23:40:54.357,adaliabooks,2020-10-26T22:35:30.670,U.K.,5,4,0,6980868
17618,11,2020-04-06T07:20:01.613,Tristen Elmer,2020-04-07T01:35:18.257,,0,0,0,18188565
17619,11,2020-04-06T10:38:22.337,Glenda,2020-06-08T07:20:40.890,,0,0,0,18190653
17620,1,2020-04-06T12:57:43.427,Glenda,2020-04-06T12:57:43.427,,0,0,0,18192183
17621,101,2020-04-06T13:52:29.397,Jacquot,2020-04-06T13:52:29.397,"Paris, France",0,0,0,6730751
17622,101,2020-04-06T14:22:35.463,Mayur Agarwal,2020-04-06T14:22:35.463,India,0,0,0,7708385
17623,11,2020-04-06T15:36:06.167,Jonathan,2021-02-24T21:04:25.577,,0,0,0,6970898
17624,1,2020-04-06T18:07:25.573,Morgan Monroe,2020-04-10T21:53:32.857,,2,0,0,18195960
17625,1,2020-04-06T19:56:08.917,JMarx,2020-04-06T19:56:08.917,"Tulsa, OK, United States",0,0,0,188157
17626,101,2020-04-06T20:05:32.937,hanshenrik,2020-12-12T17:19:46.127,,0,0,0,1066600
17627,71,2020-04-06T23:09:54.663,Smithy,2020-04-07T14:30:23.200,,1,0,0,18198683
17628,101,2020-04-07T02:56:40.483,Lincoln,2020-04-07T02:56:40.483,"Clawson, MI, United States",0,0,0,1122767
17629,101,2020-04-07T05:42:35.317,FooF,2020-09-04T10:50:22.023,"Taipei City, Taiwan",0,8,0,364976
17630,1,2020-04-07T07:04:09.023,Nayla Kirana,2020-04-07T07:04:09.023,,0,0,0,18109534
17631,101,2020-04-07T07:20:47.843,izSaad,2020-04-07T07:20:47.843,Pakistan,0,1,0,8835073
17632,1,2020-04-07T12:16:29.027,fabf,2020-04-07T12:16:29.027,"Delhi, India",0,0,0,18191948
17633,1,2020-04-07T21:51:16.523,Noa a,2020-05-08T17:08:07.087,,2,0,0,18211042
17634,11,2020-04-08T06:12:29.233,Valentine,2020-04-08T18:57:33.623,,1,0,0,18214047
17635,1,2020-04-08T06:58:58.053,zankou,2020-04-08T07:30:21.457,,0,0,0,18214434
17636,1,2020-04-08T08:18:15.657,Jessie,2020-04-08T08:18:15.657,,0,0,0,18215178
17637,21,2020-04-08T10:28:23.057,Jodie Baldwin,2020-04-08T10:28:23.057,,1,0,0,18216505
17638,1,2020-04-08T11:50:22.510,Lydszz0rz,2020-04-19T04:04:22.697,,0,0,0,18217313
17639,21,2020-04-08T18:30:16.210,R Torres,2020-04-08T19:24:49.003,,0,0,0,18221333
17640,1,2020-04-08T20:08:58.850,Terry Neely,2020-04-08T20:08:58.850,,0,0,0,18222600
17641,1,2020-04-09T00:00:26.870,Amarie Izard,2020-04-09T00:00:26.870,,0,0,0,18224220
17642,21,2020-04-09T00:18:44.263,Andrea,2020-04-09T00:18:44.263,,1,0,0,18224329
17643,1,2020-04-09T00:45:03.917,Andrea,2020-04-09T00:45:03.917,,0,0,0,18224450
17644,11,2020-04-09T10:12:46.623,Georgia,2020-04-09T11:35:30.980,,1,0,0,18228768
17645,3,2020-04-09T10:42:56.677,Georgia ,2020-04-09T10:58:15.613,,0,0,0,18229067
17646,41,2020-04-09T18:59:12.433,Enid Coleslaw,2020-04-09T18:59:12.433,,0,0,0,18234314
17647,11,2020-04-09T21:43:19.923,Maranda,2020-04-20T15:34:45.337,,0,0,0,18235617
17648,1,2020-04-09T22:56:07.113,unidentified,2020-04-09T23:12:08.193,,0,0,0,18236108
17649,1,2020-04-10T02:39:31.830,Jonah Stovall,2020-04-10T13:55:28.173,,0,0,0,18237291
17650,1,2020-04-10T11:12:37.007,goldenegg-iepf,2020-04-10T11:12:37.007,,0,0,0,17336727
17651,1,2020-04-10T11:19:20.890,Prashanth Kumar,2020-04-10T11:19:20.890,,0,0,0,16611980
17652,1,2020-04-10T11:24:28.730,MrWizardOZ,2020-04-10T11:24:28.730,"Jacksonville Beach, FL, USA",0,0,0,18186182
17653,11,2020-04-10T14:20:23.310,Latoya,2020-04-11T15:21:21.860,,0,0,0,18242792
17654,21,2020-04-10T15:05:18.703,Kirsten,2020-04-10T15:20:23.943,,0,0,0,18243231
17655,1,2020-04-10T17:35:09.357,Zega Apparel,2020-04-10T17:35:09.357,"Zegatron LLC 30 N Gould St Ste R Sheridan,WY 82801",0,0,0,18159362
17656,101,2020-04-10T18:49:21.953,Schroeder,2020-04-10T18:49:21.953,"Batavia, IL",0,0,0,1348993
17657,111,2020-04-10T20:35:27.880,Crbreingan,2020-04-12T00:51:19.653,,0,0,0,196416
17658,41,2020-04-10T20:55:46.187,Haley Myers,2020-04-10T22:13:30.183,,4,0,0,18246342
17659,1,2020-04-10T21:01:07.093,Nancy,2020-04-24T02:01:45.893,,0,0,0,18246381
17660,101,2020-04-10T23:17:21.343,Jeff Martin,2020-04-10T23:17:21.343,"Round Rock, TX, United States",0,2,0,7513
17661,1,2020-04-11T02:59:20.403,Fat Buddy,2020-04-11T02:59:20.403,,1,0,0,18248378
17662,91,2020-04-11T04:59:50.663,Ana,2020-04-11T04:59:50.663,,59,0,0,18249006
17663,111,2020-04-11T06:29:50.373,RishiNandha Vanchi,2021-01-11T10:46:26.723,,2,3,0,15089764
17664,1,2020-04-11T09:04:04.573,Peter B,2020-04-11T09:04:04.573,,0,0,0,18250364
17665,101,2020-04-11T12:08:34.063,Calvin Khor,2021-02-17T09:14:07.833,,0,6,0,2848832
17666,1,2020-04-11T12:50:30.990,Staciamonster,2020-04-12T15:25:18.347,,3,0,0,18251916
17667,101,2020-04-11T13:41:33.820,cutrightjm,2020-11-04T20:33:11.953,,0,1,0,306848
17668,1,2020-04-11T14:09:25.347,Ciarniello,2020-04-11T14:26:34.743,,0,0,0,18252583
17669,229,2020-04-11T15:30:37.600,Polygorial,2021-02-14T14:19:52.080,,6,1,0,16418146
17670,1,2020-04-11T16:03:08.077,Audioworm,2020-04-11T16:03:08.077,"Linz, Austria",0,0,0,5729398
17671,2314,2020-04-11T18:05:48.980,lila,2021-02-28T02:55:09.683,Poland,636,7704,472,18254600
17672,21,2020-04-11T18:31:14.773,Brian Chick,2020-04-16T16:49:48.713,,1,0,0,18254808
17673,101,2020-04-11T18:44:52.263,lirtosiast,2020-07-05T22:58:26.157,Inside your computer,0,2,0,5456847
17674,1,2020-04-12T01:50:03.583,Angela Ratzay,2020-04-18T01:45:38.400,,0,0,0,18257346
17675,1,2020-04-12T03:34:04.757,user17675,2020-04-12T03:34:04.757,,0,0,0,18257797
17676,1,2020-04-12T04:24:40.233,Jesslynn,2020-04-12T20:05:51.180,,1,0,0,18258022
17677,1,2020-04-12T10:17:21.460,Wendy,2020-04-12T11:48:39.787,,0,0,0,18259990
17678,1,2020-04-12T13:46:33.010,toby wakefield,2020-04-12T13:46:33.010,,1,0,0,18261415
17679,101,2020-04-12T13:53:58.533,chessofnerd,2020-04-12T13:53:58.533,,0,0,0,1436622
17680,613,2020-04-12T14:42:28.417,tmac24utm,2021-01-30T01:32:31.040,"Andover, UK",8,7,1,18261834
17681,1,2020-04-12T16:21:30.467,Debra Lee,2020-04-12T16:21:30.467,,0,0,0,18262651
17682,1,2020-04-12T18:40:34.933,Ti-Joe de Yamaska,2020-04-13T03:02:04.440,,0,0,0,18263778
17683,1,2020-04-12T19:44:31.830,Randell Knight,2020-04-12T19:44:31.830,"Houma, LA, USA",0,0,0,18263825
17684,1,2020-04-12T23:18:28.170,Shelby,2020-06-26T06:36:23.147,,1,0,0,18265467
17685,11,2020-04-13T05:37:42.317,Joseph Manno,2020-04-13T05:37:42.317,,2,0,0,18267400
17686,21,2020-04-13T16:10:58.800,Maia Garren,2020-04-13T16:10:58.800,,0,0,0,18273023
17687,131,2020-04-13T18:03:52.960,FlanMan,2021-01-13T20:14:07.863,,2,0,0,12629587
17688,131,2020-04-13T19:49:40.340,Tiago Martins Peres 李大仁,2021-02-13T17:53:56.110,"Portugal, Europe",1,10,0,7465632
17689,1,2020-04-13T22:40:28.197,Hannah wilson,2020-04-13T22:40:28.197,,0,0,0,18276651
17690,181,2020-04-14T05:37:16.550,laverne,2020-04-14T05:37:16.550,,92,0,0,18278890
17691,1,2020-04-14T07:00:05.313,Dianna,2020-04-14T07:00:05.313,"Kosciusko County, IN, USA",0,0,0,18248278
17692,101,2020-04-14T07:25:05.120,Reilstein,2020-04-14T07:25:05.120,California,0,1,0,2968669
17693,31,2020-04-14T11:01:03.383,Miledith,2020-04-14T11:01:03.383,,3,0,0,18281856
17694,101,2020-04-14T14:44:19.320,J3soon,2020-05-27T23:43:02.477,The Cabin on the Mystery Island,0,4,0,4856315
17695,1,2020-04-14T15:36:05.877,Zorono,2020-11-18T07:51:08.007,"Alexandria, Egypt",0,0,0,11894865
17696,1,2020-04-14T16:01:56.167,Keager,2020-10-01T16:15:59.050,Illinois - not Chicago,0,0,0,6077235
17697,45,2020-04-14T16:06:34.597,Mell_O_Drama,2020-12-15T15:15:08.583,"London, United Kingdom",0,0,0,1345906
17698,101,2020-04-14T19:39:38.740,charmingToad,2021-02-03T20:26:55.623,,0,4,0,1719568
17699,101,2020-04-14T21:42:34.307,AXMIM,2020-04-14T23:55:00.910,,0,3,0,5873762
17700,1,2020-04-14T21:47:42.257,Paint a Fish,2020-04-14T21:47:42.257,"Moncks Corner, SC, USA",0,0,0,18288286
17701,1,2020-04-15T00:23:35.410,Betty Zeleny,2020-04-15T00:23:35.410,,0,0,0,18289254
17702,101,2020-04-15T01:09:22.903,Kevin Clifton,2020-04-28T13:51:06.760,,0,0,0,1686956
17703,181,2020-04-15T04:41:02.030,LShaver,2021-02-26T06:08:24.023,"Madison, WI, USA",4,6,0,7295441
17704,1,2020-04-15T11:08:43.340,JelNiSław,2020-04-15T11:08:43.340,Poland,0,0,0,16097313
17705,101,2020-04-15T11:55:14.550,Adam J Richardson,2021-02-02T20:27:13.880,United Kingdom,0,0,0,7549121
17706,11,2020-04-15T12:57:00.503,Ethan Slota,2020-06-18T13:56:21.003,"Clinton, NJ, USA",0,0,0,14924676
17707,101,2020-04-15T14:02:44.763,scaba,2020-04-15T14:02:44.763,"Los Angeles, CA 90026, United States",0,0,0,194053
17708,211,2020-04-15T16:02:23.720,J...,2021-02-04T11:42:22.817,Canada,10,4,0,128901
17709,101,2020-04-15T22:16:12.037,Chip McCormick,2020-04-24T15:59:16.727,,2,0,0,295883
17710,1,2020-04-15T23:17:14.830,merce0909,2020-04-15T23:17:14.830,,0,0,0,18300631
17711,23,2020-04-16T00:02:03.283,notchairs,2020-06-28T16:07:36.863,,3,0,0,18300938
17712,603,2020-04-16T03:28:49.383,Jacob B,2021-02-28T00:27:35.440,"Virginia, United States",99,123,12,17610907
17713,1,2020-04-16T05:02:35.730,omid ashrafi,2020-04-16T05:02:35.730,,0,0,0,18302587
17714,46,2020-04-16T06:49:09.667,Astronomize,2020-04-23T06:13:00.710,Canada,2,3,0,18215034
17715,101,2020-04-16T07:31:15.520,Syndic,2021-02-03T14:26:50.997,,0,5,0,8421581
17716,1,2020-04-16T10:23:34.073,nevastech-gpupgrade,2020-04-16T10:23:34.073,,0,0,0,17991446
17717,1,2020-04-16T10:29:33.420,DocsKart,2020-04-16T10:29:33.420,,0,0,0,17709851
17718,1,2020-04-16T13:16:36.353,KSEE,2020-09-27T15:22:40.507,,0,0,0,9838544
17719,111,2020-04-16T14:27:19.187,Kevin,2020-10-26T19:07:43.577,"Birmingham, AL, USA",2,4,0,10155
17720,101,2020-04-16T16:15:34.857,Joey,2021-01-15T15:37:05.227,"Tübingen, Germany",0,1,0,27626
17721,101,2020-04-16T20:46:10.317,E. van Putten,2020-04-16T20:46:10.317,"Rotterdam, Netherlands",0,0,0,2074210
17722,171,2020-04-16T20:50:36.463,cmm,2021-02-20T02:39:19.720,"Wayland, MA",3,0,0,248778
17723,123,2020-04-16T22:35:13.510,Matthew Hui,2020-12-02T01:24:36.643,,1,1,0,7651704
17724,128,2020-04-16T23:10:24.770,waterlemon,2021-02-24T19:45:52.363,,8,4,1,17341751
17725,101,2020-04-17T01:37:15.820,JBCP,2020-05-11T17:07:05.447,,0,1,0,495819
17726,43,2020-04-17T01:38:48.240,Cheet Gohldstein,2020-05-29T16:39:41.093,,3,1,0,18157447
17727,1,2020-04-17T03:16:29.473,Hailey,2020-04-18T00:05:34.197,,4,0,0,18313814
17728,1,2020-04-17T04:49:49.040,Rehman Amjad,2020-04-17T04:49:49.040,,0,0,0,18314323
17729,1,2020-04-17T05:36:52.717,Laura rose Pole,2020-04-17T05:36:52.717,,0,0,0,18314586
17730,1,2020-04-17T12:43:33.327,Putih,2020-04-17T15:02:56.867,,0,0,0,18318282
17731,21,2020-04-17T14:12:36.300,Tobias,2020-04-17T14:12:36.300,,0,0,0,18319134
17732,31,2020-04-17T18:47:27.783,Carol1952,2020-04-17T20:59:50.723,,2,0,0,18321763
17733,1,2020-04-17T20:35:38.650,user17733,2020-04-17T20:35:38.650,,0,0,0,18322634
17734,1,2020-04-17T22:03:17.997,Janie007,2020-04-17T22:03:17.997,,2,0,0,18323207
17735,11,2020-04-18T05:02:03.840,Otis Henry,2020-05-19T15:06:02.287,"Phoenix, Arizona, Hoa Kỳ",5,0,0,18325245
17736,21,2020-04-18T10:46:03.027,lampreymast00,2020-04-21T13:45:06.423,,0,0,0,18316806
17737,21,2020-04-18T17:48:04.767,Sarah Schluter,2020-04-19T17:57:23.457,,1,0,0,18330607
17738,101,2020-04-18T19:33:06.690,Jim McKeeth,2020-04-18T19:33:06.690,"Nampa, ID, United States",0,0,0,203
17739,101,2020-04-18T20:17:26.090,Tomáš Hübelbauer,2020-04-18T20:17:26.090,"Prague, Czech Republic",0,1,0,3217420
