Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditDate,LastActivityDate,Title,AnswerCount,CommentCount,FavoriteCount,ContentLicense,LastEditorUserId,ClosedDate,ParentId,CommunityOwnedDate
21300,2,,2018-09-10T17:07:51.077,1,,495,,2018-09-10T17:07:51.077,,,0,,CC BY-SA 4.0,,,16945,
21301,2,,2018-09-10T17:13:51.093,1,,495,,2018-09-10T17:13:51.093,,,0,,CC BY-SA 4.0,,,21276,
21302,1,21304,2018-09-10T18:02:15.087,2,176,12935,2020-07-18T14:12:13.337,2020-07-18T14:12:13.337,Is black cat hard to get adopted?,2,3,,CC BY-SA 4.0,17671,,,
21304,2,,2018-09-10T21:25:24.380,5,,1436,2018-09-11T13:16:29.923,2018-09-11T13:16:29.923,,,0,,CC BY-SA 4.0,1436,,21302,
21305,2,,2018-09-11T08:55:53.903,1,,12940,,2018-09-11T08:55:53.903,,,0,,CC BY-SA 4.0,,,18239,
21310,2,,2018-09-12T10:22:07.110,4,,12261,,2018-09-12T10:22:07.110,,,0,,CC BY-SA 4.0,,,21277,
21311,1,,2018-09-12T13:09:11.487,1,28,12944,,2018-09-12T13:09:11.487,Springer spaniel short term lameness after high intensity workout,0,0,,CC BY-SA 4.0,,,,
21312,2,,2018-09-12T19:14:14.733,1,,9423,,2018-09-12T19:14:14.733,,,0,,CC BY-SA 4.0,,,21280,
21313,1,21317,2018-09-12T22:51:43.850,4,192,11982,,2018-09-13T21:25:51.987,How can i prevent my cat from missing my roommate?,1,0,,CC BY-SA 4.0,,,,
21315,2,,2018-09-13T17:43:41.063,0,,12948,,2018-09-13T17:43:41.063,,,1,,CC BY-SA 4.0,,,7242,
21316,2,,2018-09-13T18:17:05.990,1,,10055,2020-05-23T19:30:04.490,2020-05-23T19:30:04.490,,,0,,CC BY-SA 4.0,17671,,17918,
21317,2,,2018-09-13T21:25:51.987,3,,495,,2018-09-13T21:25:51.987,,,0,,CC BY-SA 4.0,,,21313,
21318,2,,2018-09-13T23:41:45.493,0,,12950,,2018-09-13T23:41:45.493,,,1,,CC BY-SA 4.0,,,11905,
21320,1,,2018-09-14T11:39:44.527,1,955,12952,2018-09-23T08:21:11.817,2018-09-23T08:21:11.817,Boyfriend's dog peed on me,1,1,,CC BY-SA 4.0,11590,,,
21321,1,,2018-09-14T13:18:02.180,1,31,12952,,2018-09-14T13:18:02.180,House breaking a 3 month old daschound that has never been in a house before now,0,2,,CC BY-SA 4.0,,,,
21322,1,21325,2018-09-14T19:08:00.147,3,120,12302,,2018-09-14T23:21:22.880,Should I take any precautions after touching a dog with cancer?,1,0,,CC BY-SA 4.0,,,,
21325,2,,2018-09-14T23:21:22.880,3,,1436,,2018-09-14T23:21:22.880,,,0,,CC BY-SA 4.0,,,21322,
21326,1,,2018-09-15T00:56:06.387,2,58,2808,2020-06-17T09:57:47.670,2018-09-15T03:12:18.533,"My 2 cats never faught each other. When we moved, fighting was common. How could I resolve this?",0,3,,CC BY-SA 4.0,-1,,,
21327,1,,2018-09-15T13:53:02.143,3,38,7470,2018-09-23T08:21:28.503,2018-09-23T08:21:28.503,Do leg braces help with older dog ACL tears?,0,3,,CC BY-SA 4.0,11590,,,
21328,2,,2018-09-15T17:43:31.480,1,,2808,,2018-09-15T17:43:31.480,,,0,,CC BY-SA 4.0,,,21302,
21329,1,,2018-09-16T07:09:18.830,2,155,12959,2018-09-21T09:36:26.950,2018-09-21T09:36:26.950,Why does my kitten seem to be paralyzed?,2,0,,CC BY-SA 4.0,768,,,
21331,1,,2018-09-16T11:03:34.070,2,108,12961,2020-09-24T18:57:13.230,2020-09-24T18:57:40.737,"Female dog suddenly timid around men, scared of everyone after moving to a new home",2,0,,CC BY-SA 4.0,17671,,,
21333,1,,2018-09-16T17:39:46.333,3,21,12963,,2018-09-16T17:39:46.333,Saving fish from ick/ich,0,1,,CC BY-SA 4.0,,2018-09-17T09:31:40.617,,
21334,1,21335,2018-09-16T17:47:50.140,10,1020,5968,2018-09-16T18:02:03.597,2020-01-27T04:06:32.980,How to efficiently move a goat?,2,3,,CC BY-SA 4.0,5968,,,
21335,2,,2018-09-16T18:35:30.283,8,,12501,2020-01-27T04:06:32.980,2020-01-27T04:06:32.980,,,0,,CC BY-SA 4.0,12072,,21334,
21336,2,,2018-09-16T18:49:52.780,2,,12501,2019-12-29T22:46:37.920,2019-12-29T22:46:37.920,,,1,,CC BY-SA 4.0,,,21276,
21337,1,,2018-09-16T21:19:28.310,6,1167,12918,2018-11-12T16:09:34.510,2018-11-15T15:14:29.983,Why does my cat want to play when I pet her,2,0,,CC BY-SA 4.0,6826,,,
21339,1,21366,2018-09-17T14:59:10.633,8,448,8497,,2018-09-21T18:03:51.597,Cat eating sweet things,1,0,,CC BY-SA 4.0,,,,
21340,2,,2018-09-17T16:23:48.060,3,,495,,2018-09-17T16:23:48.060,,,0,,CC BY-SA 4.0,,,21331,
21341,2,,2018-09-17T16:24:56.557,7,,495,,2018-09-17T16:24:56.557,,,0,,CC BY-SA 4.0,,,21329,
21342,2,,2018-09-17T16:40:21.177,3,,495,,2018-09-17T16:40:21.177,,,0,,CC BY-SA 4.0,,,21320,
21344,1,,2018-09-17T21:56:27.403,2,211,12968,,2018-09-18T06:29:41.000,My cat jumped from the balcony!!,1,1,,CC BY-SA 4.0,,2018-09-19T08:13:13.023,,
21345,2,,2018-09-17T23:18:18.120,0,,12969,2020-05-16T20:12:14.477,2020-05-16T20:12:14.477,,,1,,CC BY-SA 4.0,17671,,19260,
21347,2,,2018-09-18T06:29:41.000,2,,9087,,2018-09-18T06:29:41.000,,,0,,CC BY-SA 4.0,,,21344,
21348,2,,2018-09-18T13:51:21.933,4,,10852,,2018-09-18T13:51:21.933,,,0,,CC BY-SA 4.0,,,21337,
21349,1,21350,2018-09-18T18:41:21.727,4,928,12971,,2018-09-21T18:14:56.923,What does this cat's tail mean?,2,0,,CC BY-SA 4.0,,,,
21350,2,,2018-09-18T19:37:57.393,7,,1436,,2018-09-18T19:37:57.393,,,2,,CC BY-SA 4.0,,,21349,
21351,2,,2018-09-18T21:29:47.840,3,,10481,,2018-09-18T21:29:47.840,,,0,,CC BY-SA 4.0,,,21334,
21352,2,,2018-09-18T21:40:16.583,1,,10481,,2018-09-18T21:40:16.583,,,0,,CC BY-SA 4.0,,,21329,
21354,2,,2018-09-19T09:40:36.007,2,,12978,2018-09-20T09:54:16.727,2018-09-20T09:54:16.727,,,0,,CC BY-SA 4.0,11248,,1856,
21355,2,,2018-09-19T09:59:28.573,2,,12541,,2018-09-19T09:59:28.573,,,0,,CC BY-SA 4.0,,,17005,
21356,1,21357,2018-09-20T07:58:27.760,6,583,12983,2018-09-20T13:07:20.193,2019-11-21T14:15:19.377,FIP fluid too viscous to drain,1,0,,CC BY-SA 4.0,12983,,,
21357,2,,2018-09-20T14:52:24.070,4,,5456,2018-09-20T15:09:02.587,2018-09-20T15:09:02.587,,,2,,CC BY-SA 4.0,5456,,21356,
21358,1,,2018-09-20T17:54:43.757,2,10920,12988,2018-09-23T08:20:33.793,2018-09-23T08:20:33.793,Dog randomly trying to lick pee,2,1,,CC BY-SA 4.0,11590,,,
21359,2,,2018-09-20T18:59:24.530,0,,12989,,2018-09-20T18:59:24.530,,,0,,CC BY-SA 4.0,,,10391,
21360,2,,2018-09-20T21:31:32.360,1,,495,,2018-09-20T21:31:32.360,,,0,,CC BY-SA 4.0,,,21358,
21361,2,,2018-09-20T21:45:31.343,0,,495,,2018-09-20T21:45:31.343,,,0,,CC BY-SA 4.0,,,19898,
21366,2,,2018-09-21T18:03:51.597,3,,12501,,2018-09-21T18:03:51.597,,,1,,CC BY-SA 4.0,,,21339,
21367,2,,2018-09-21T18:14:56.923,2,,12971,,2018-09-21T18:14:56.923,,,0,,CC BY-SA 4.0,,,21349,
21368,2,,2018-09-21T18:34:00.757,0,,12501,2020-06-17T09:57:47.670,2018-09-21T18:34:00.757,,,0,,CC BY-SA 4.0,-1,,21358,
21369,2,,2018-09-21T19:22:00.987,3,,12501,2020-09-24T18:57:40.737,2020-09-24T18:57:40.737,,,0,,CC BY-SA 4.0,17671,,21331,
21371,1,,2018-09-22T03:40:11.033,7,493,12996,2020-01-28T16:41:26.417,2020-01-28T16:41:26.417,Something's wrong with my gecko,1,1,,CC BY-SA 4.0,12072,,,
21372,2,,2018-09-22T18:04:17.327,1,,12998,,2018-09-22T18:04:17.327,,,0,,CC BY-SA 4.0,,,16315,
21373,1,21374,2018-09-22T19:48:17.870,2,352,12999,2020-07-13T00:19:50.153,2020-07-13T00:19:50.153,How much land is required to not poop scoop for average sized dog?,2,4,,CC BY-SA 4.0,17671,,,
21374,2,,2018-09-22T21:12:31.380,1,,5552,,2018-09-22T21:12:31.380,,,0,,CC BY-SA 4.0,,,21373,
21375,1,21376,2018-09-22T22:01:29.987,7,2000,13000,2020-01-29T03:17:48.570,2020-01-29T03:17:48.570,Cat euthanasia. Kidneys shut down,1,1,,CC BY-SA 4.0,5456,,,
21376,2,,2018-09-22T22:33:48.903,11,,1436,,2018-09-22T22:33:48.903,,,1,,CC BY-SA 4.0,,,21375,
21379,1,,2018-09-23T05:07:51.603,1,868,12908,,2018-09-23T05:07:51.603,Why did my gecko die?,0,0,1,CC BY-SA 4.0,,,,
21380,2,,2018-09-23T10:25:37.510,3,,12501,2020-07-11T09:04:48.427,2020-07-11T09:04:48.427,,,0,,CC BY-SA 4.0,17671,,21373,
21381,2,,2018-09-23T20:58:31.227,0,,10479,2018-10-06T21:51:32.207,2018-10-06T21:51:32.207,,,0,,CC BY-SA 4.0,10479,,15730,
21382,1,,2018-09-24T00:38:51.100,4,1189,13004,2018-09-30T10:35:15.123,2018-09-30T10:35:15.123,New kitten is scaring off my dog,3,0,,CC BY-SA 4.0,768,,,
21384,2,,2018-09-24T13:01:07.120,0,,10539,,2018-09-24T13:01:07.120,,,0,,CC BY-SA 4.0,,,21382,
21385,2,,2018-09-24T14:53:55.847,3,,1436,2018-09-24T15:01:48.337,2018-09-24T15:01:48.337,,,0,,CC BY-SA 4.0,1436,,21382,
21386,1,,2018-09-24T17:53:04.020,1,18,13005,,2018-09-24T17:53:04.020,I wanted to know what all i should put in in the bottom of a bearded dragon tank,0,1,,CC BY-SA 4.0,,2018-09-25T13:50:50.103,,
21387,2,,2018-09-24T18:18:58.783,0,,495,,2018-09-24T18:18:58.783,,,0,,CC BY-SA 4.0,,,16315,
21388,2,,2018-09-24T18:44:04.727,1,,12501,,2018-09-24T18:44:04.727,,,0,,CC BY-SA 4.0,,,21382,
21392,1,,2018-09-25T05:48:23.613,1,64,,,2018-09-25T09:08:53.193,How do i stop my untrainable puppies from chewing on plush toy?,1,0,,CC BY-SA 4.0,,,,
21393,2,,2018-09-25T09:08:53.193,3,,10413,,2018-09-25T09:08:53.193,,,1,,CC BY-SA 4.0,,,21392,
21394,1,,2018-09-25T12:15:01.927,3,109,13009,2018-09-26T12:36:28.260,2018-09-26T12:36:28.260,Are these fish eggs..and if so what should I do with them?,2,0,,CC BY-SA 4.0,13,,,
21395,2,,2018-09-25T13:33:55.100,3,,13011,,2018-09-25T13:33:55.100,,,0,,CC BY-SA 4.0,,,21394,
21396,2,,2018-09-25T13:48:15.620,3,,13011,2018-09-25T13:54:05.053,2018-09-25T13:54:05.053,,,4,,CC BY-SA 4.0,13011,,21371,
21397,1,21398,2018-09-25T14:15:02.230,6,2384,12471,2018-09-25T14:46:21.883,2018-09-25T17:42:28.343,Why is my cat hissing and growling at his sister after just 30 minutes of separation,1,0,,CC BY-SA 4.0,12471,,,
21398,2,,2018-09-25T14:47:37.797,9,,7526,2020-06-17T09:57:47.670,2018-09-25T17:42:28.343,,,2,,CC BY-SA 4.0,-1,,21397,
21399,2,,2018-09-25T20:10:26.590,2,,9804,,2018-09-25T20:10:26.590,,,0,,CC BY-SA 4.0,,,21394,
21401,2,,2018-09-26T18:52:14.033,1,,13016,,2018-09-26T18:52:14.033,,,2,,CC BY-SA 4.0,,,16697,
21402,1,,2018-09-28T06:24:45.647,4,900,13021,2018-09-28T08:48:15.900,2018-10-07T00:00:50.207,Rat is gasping and lying on the floor after being fed,2,1,,CC BY-SA 4.0,6826,,,
21403,2,,2018-09-28T08:42:13.773,8,,6826,2020-06-17T09:57:47.670,2018-09-28T08:42:13.773,,,0,,CC BY-SA 4.0,-1,,21402,
21405,1,,2018-09-28T15:56:54.877,9,2598,13025,,2018-09-30T10:35:41.227,Would a small amount of bottled water mixed in with an aquarium harm the fish?,2,4,1,CC BY-SA 4.0,,,,
21406,2,,2018-09-28T16:39:22.097,13,,6826,2018-09-30T10:35:41.227,2018-09-30T10:35:41.227,,,2,,CC BY-SA 4.0,11248,,21405,
21407,2,,2018-09-28T20:51:44.793,4,,12827,,2018-09-28T20:51:44.793,,,4,,CC BY-SA 4.0,,,21405,
21409,1,,2018-09-29T04:30:50.293,4,128,12895,,2020-04-30T21:05:35.620,My dog doesn't eat her dinner on time munches early morning,2,3,,CC BY-SA 4.0,,,,
21410,1,21413,2018-09-29T15:01:04.267,1,50,13032,2020-05-16T19:25:13.883,2020-05-16T19:25:13.883,Taking care of a dog in Germany,1,2,,CC BY-SA 4.0,17671,,,
21413,2,,2018-09-29T17:39:28.960,1,,12501,,2018-09-29T17:39:28.960,,,3,,CC BY-SA 4.0,,,21410,
21414,2,,2018-09-29T18:31:14.740,0,,12501,,2018-09-29T18:31:14.740,,,0,,CC BY-SA 4.0,,,21409,
21415,2,,2018-09-29T20:06:12.960,0,,13038,,2018-09-29T20:06:12.960,,,0,,CC BY-SA 4.0,,,1352,
21417,1,,2018-09-30T18:02:50.930,8,144,13043,2018-10-05T08:31:51.953,2021-02-22T03:49:46.870,Is my horse too cold?,2,4,0,CC BY-SA 4.0,,,,
21419,1,,2018-10-01T14:36:07.820,1,38,13045,,2018-10-01T14:36:07.820,Is this cat safe of inbreeding?,0,0,,CC BY-SA 4.0,,2018-10-02T09:19:50.173,,
21420,1,21424,2018-10-01T20:24:20.093,4,260,13047,,2018-10-02T11:20:10.863,Is it possible to train a male dog to urinate either all at once or by only a few shots,1,0,,CC BY-SA 4.0,,,,
21422,1,,2018-10-01T22:43:19.203,1,41,13049,,2018-10-01T22:43:19.203,Are these kittens boys are girls ? Need to know asap (sorry for bad pics they won’t stay still),0,1,,CC BY-SA 4.0,,2018-10-02T09:20:05.977,,
21423,1,,2018-10-02T01:14:37.997,1,21,13051,,2018-10-02T01:14:37.997,Pink spots on African Drawf Frog,0,2,,CC BY-SA 4.0,,2018-10-02T08:02:26.453,,
21424,2,,2018-10-02T11:20:10.863,3,,12501,,2018-10-02T11:20:10.863,,,4,,CC BY-SA 4.0,,,21420,
21425,1,,2018-10-02T13:02:07.787,4,2876,13052,2020-12-19T15:17:43.043,2020-12-19T15:17:43.043,My cat is hiding and won't move,2,3,,CC BY-SA 4.0,17671,,,
21426,2,,2018-10-02T16:48:35.727,2,,12501,2020-12-19T15:13:07.990,2020-12-19T15:13:07.990,,,0,,CC BY-SA 4.0,17671,,21425,
21428,1,,2018-10-02T20:21:11.870,3,1493,13054,2018-10-05T20:27:16.737,2019-08-03T06:01:30.210,My 16 year old red eared slider hasn't laid eggs in years,1,2,,CC BY-SA 4.0,481,,,
21429,1,,2018-10-03T04:24:52.507,5,402,13055,2020-09-21T23:46:48.717,2020-09-21T23:46:48.717,How to care for scared cat?,2,0,,CC BY-SA 4.0,17671,,,
21430,2,,2018-10-03T09:34:26.630,10,,10539,2018-10-03T11:41:57.027,2018-10-03T11:41:57.027,,,0,,CC BY-SA 4.0,10539,,21429,
21431,2,,2018-10-03T21:53:51.477,1,,13062,,2018-10-03T21:53:51.477,,,0,,CC BY-SA 4.0,,,2159,
21432,2,,2018-10-04T01:38:15.953,3,,13064,,2018-10-04T01:38:15.953,,,0,,CC BY-SA 4.0,,,2551,
21434,1,21438,2018-10-04T18:10:48.257,4,85,13070,2018-10-04T19:44:27.447,2018-10-05T17:12:10.607,AKC Registered Bloodhound with one partially-white foot. Can she take Ivermectin-based heartworm medicine?,1,0,,CC BY-SA 4.0,11248,,,
21435,2,,2018-10-05T03:36:15.520,4,,,2018-10-05T03:41:31.680,2018-10-05T03:41:31.680,,,0,,CC BY-SA 4.0,,,21417,
21436,1,,2018-10-05T15:22:39.110,0,847,8568,2018-10-05T20:51:55.813,2018-10-06T00:06:36.797,Cat pees in the same spot. What can I do?,0,2,0,CC BY-SA 4.0,8568,2018-10-06T00:04:20.160,,
21437,2,,2018-10-05T16:46:12.827,3,,13074,,2018-10-05T16:46:12.827,,,0,,CC BY-SA 4.0,,,20699,
21438,2,,2018-10-05T17:12:10.607,4,,481,,2018-10-05T17:12:10.607,,,0,,CC BY-SA 4.0,,,21434,
21439,1,,2018-10-06T05:38:52.810,6,131,13075,2018-10-06T07:31:20.913,2018-10-06T07:31:20.913,Strange black marks on cat,0,4,,CC BY-SA 4.0,,2018-12-11T18:46:49.767,,
21440,2,,2018-10-07T00:00:50.207,1,,13021,,2018-10-07T00:00:50.207,,,0,,CC BY-SA 4.0,,,21402,
21442,1,,2018-10-07T13:42:29.937,1,39,13079,,2018-10-07T13:42:29.937,"After 13 happy years together, one cat has suddenly stared chasing the other cat. Why is he doing this and what should I do about it?",0,0,,CC BY-SA 4.0,,2018-10-08T11:52:06.330,,
21443,1,21446,2018-10-07T13:56:10.793,8,266,13080,2020-09-21T23:45:46.847,2020-09-21T23:45:46.847,Cat at the dorm sprayed on me,1,0,1,CC BY-SA 4.0,17671,,,
21446,2,,2018-10-07T22:34:05.050,8,,1436,,2018-10-07T22:34:05.050,,,0,,CC BY-SA 4.0,,,21443,
21448,1,,2018-10-08T12:47:19.750,12,9223,13086,,2021-02-26T19:48:46.657,Can rabies virus survive outside host on grass or leaves under sunlight?,1,1,1,CC BY-SA 4.0,,,,
21450,2,,2018-10-08T14:24:12.127,0,,7317,2020-01-09T09:18:21.160,2020-01-09T09:18:21.160,,,0,,CC BY-SA 4.0,12072,,21429,
21451,2,,2018-10-08T16:10:20.363,12,,12501,2018-10-08T19:13:41.403,2018-10-08T19:13:41.403,,,6,,CC BY-SA 4.0,12501,,21448,
21452,1,,2018-10-08T16:48:31.807,1,20,13088,,2018-10-08T16:48:31.807,How can I stop by cat from coming on kitchen counter,0,0,,CC BY-SA 4.0,,2018-10-08T17:34:25.720,,
21453,2,,2018-10-08T18:31:04.137,1,,495,,2018-10-08T18:31:04.137,,,0,,CC BY-SA 4.0,,,21409,
21454,1,,2018-10-09T04:34:04.523,1,66,13092,2018-10-09T06:32:57.810,2018-10-09T06:32:57.810,Am I at risk of rabies? I touched a wet patch of grass but I didn't see any animal nearby,0,1,,CC BY-SA 4.0,13092,2018-10-09T07:53:24.000,,
21455,1,21468,2018-10-09T08:08:13.220,4,127,13093,2018-10-10T04:48:10.400,2018-10-10T18:19:47.837,Would my work schedule rule out getting a dog?,1,2,,CC BY-SA 4.0,13093,,,
21456,1,,2018-10-09T11:43:11.713,2,107,,,2018-10-10T08:24:20.463,Bulldog aggressive against small submissive dogs,1,0,,CC BY-SA 4.0,,,,
21458,2,,2018-10-09T22:32:55.460,2,,13099,,2018-10-09T22:32:55.460,,,1,,CC BY-SA 4.0,,,21278,
21459,2,,2018-10-10T00:30:56.607,2,,13100,2018-10-10T04:17:34.857,2018-10-10T04:17:34.857,,,0,,CC BY-SA 4.0,22,,6572,
21460,1,,2018-10-10T03:19:21.750,1,46,13101,2018-10-18T07:41:56.077,2018-10-18T07:41:56.077,Introducing old cat to new kitten,0,0,,CC BY-SA 4.0,10702,2018-10-18T08:00:45.663,,
21461,2,,2018-10-10T03:23:46.207,2,,13101,2018-10-10T04:16:33.210,2018-10-10T04:16:33.210,,,0,,CC BY-SA 4.0,22,,281,
21463,2,,2018-10-10T08:24:20.463,2,,12501,,2018-10-10T08:24:20.463,,,0,,CC BY-SA 4.0,,,21456,
21465,1,,2018-10-10T10:44:30.670,3,103,13105,2020-05-23T22:11:43.577,2020-05-23T22:11:43.577,Cat constantly vomiting,1,1,,CC BY-SA 4.0,17671,,,
21466,2,,2018-10-10T11:41:16.477,4,,10413,,2018-10-10T11:41:16.477,,,1,,CC BY-SA 4.0,,,21465,
21467,1,,2018-10-10T16:09:01.833,1,23,13107,,2018-10-10T16:09:01.833,How to rescue a puppy having maggots on his body?,0,0,,CC BY-SA 4.0,,2018-10-10T17:52:00.500,,
21468,2,,2018-10-10T16:49:47.770,2,,5552,2018-10-10T18:19:47.837,2018-10-10T18:19:47.837,,,4,,CC BY-SA 4.0,5552,,21455,
21469,1,,2018-10-10T20:40:40.950,1,24,13110,,2018-10-10T20:40:40.950,Being able to stop you long time best friend's suffering yourself?,0,3,,CC BY-SA 4.0,,2018-10-10T23:06:12.247,,
21470,2,,2018-10-10T21:23:41.700,1,,13111,2020-05-23T19:21:25.373,2020-05-23T19:21:25.373,,,1,,CC BY-SA 4.0,17671,,9205,
21471,2,,2018-10-11T06:25:48.277,2,,13112,,2018-10-11T06:25:48.277,,,0,,CC BY-SA 4.0,,,20615,
21472,2,,2018-10-11T14:52:36.063,3,,13115,,2018-10-11T14:52:36.063,,,0,,CC BY-SA 4.0,,,6900,
21473,1,21474,2018-10-11T15:15:38.530,0,160,13116,,2020-11-26T10:21:51.463,My Rottweiler puppy is sick,1,3,1,CC BY-SA 4.0,,,,
21474,2,,2018-10-11T19:11:16.000,2,,12501,2020-11-26T10:21:51.463,2020-11-26T10:21:51.463,,,0,,CC BY-SA 4.0,17671,,21473,
21475,2,,2018-10-11T20:36:33.043,3,,12501,2020-06-17T09:57:47.670,2018-10-11T20:36:33.043,,,0,,CC BY-SA 4.0,-1,,18810,
21476,1,,2018-10-12T01:30:05.743,3,640,13117,2020-09-14T00:01:41.903,2020-09-14T00:01:41.903,Leopard gecko's odd behavior,1,3,,CC BY-SA 4.0,17671,,,
21478,1,,2018-10-12T16:15:20.767,3,79,13,2020-06-17T09:57:47.670,2020-06-29T13:57:28.920,"Source of RHD2 found in Medina County, OH?",1,0,,CC BY-SA 4.0,-1,,,
21479,2,,2018-10-12T16:46:38.467,2,,13,,2018-10-12T16:46:38.467,,,0,,CC BY-SA 4.0,,,21003,
21480,1,,2018-10-12T21:36:17.787,0,13,13122,2018-10-12T22:12:31.277,2018-10-12T22:12:31.277,Betta laying on bottom,0,2,,CC BY-SA 4.0,13122,2018-10-18T08:06:05.757,,
21481,1,,2018-10-13T06:28:12.407,2,165,12491,2019-05-31T02:24:45.613,2020-04-24T01:54:19.200,How do I stop my blind kitten from biting/clawing living things?,0,2,,CC BY-SA 4.0,,,,
21482,2,,2018-10-13T08:09:20.003,1,,12501,2021-01-03T21:50:17.683,2021-01-03T21:50:17.683,,,0,,CC BY-SA 4.0,17671,,2936,
21483,1,21509,2018-10-13T08:24:12.690,0,165,13124,,2018-10-16T21:40:58.847,Have you ever wondered do animals also think like we humans do?,1,3,,CC BY-SA 4.0,,2018-10-18T08:07:30.733,,
21484,2,,2018-10-13T19:39:19.913,0,,13128,,2018-10-13T19:39:19.913,,,0,,CC BY-SA 4.0,,,5905,
21486,1,,2018-10-14T02:31:47.820,4,275,13132,2018-10-31T11:29:16.833,2020-10-28T15:00:26.017,Am I losing my cat?,2,3,,CC BY-SA 4.0,7526,,,
21487,1,,2018-10-14T11:38:58.277,2,40,13134,2018-10-14T12:30:12.143,2018-10-14T12:30:12.143,Which species of parrot learn things fast and make a great pet?,0,3,,CC BY-SA 4.0,7526,2018-10-18T08:06:39.583,,
21489,2,,2018-10-14T20:27:42.997,3,,13137,,2018-10-14T20:27:42.997,,,0,,CC BY-SA 4.0,,,1422,
21490,2,,2018-10-14T21:53:43.577,-1,,13138,,2018-10-14T21:53:43.577,,,2,,CC BY-SA 4.0,,,5865,
21491,1,,2018-10-15T01:49:51.597,1,121,13142,2018-10-16T15:16:23.563,2018-11-18T14:00:55.147,My cat is terrified of everyone other than me,1,2,,CC BY-SA 4.0,13142,,,
21492,2,,2018-10-15T02:41:59.807,0,,7707,,2018-10-15T02:41:59.807,,,2,,CC BY-SA 4.0,,,7517,
21493,1,,2018-10-15T02:43:27.907,4,465,13143,2018-10-15T19:48:58.813,2018-10-15T19:48:58.813,"Parakeet sudden death, trying to figure out cause",1,0,,CC BY-SA 4.0,13143,,,
21494,1,,2018-10-15T03:25:40.710,2,628,13145,,2020-04-13T13:04:30.560,How often do female redeared sliders need to lay eggs?,1,1,,CC BY-SA 4.0,,,,
21496,1,,2018-10-15T18:33:10.347,3,62,13148,2020-05-13T19:08:13.623,2020-05-13T19:08:13.623,Is my rabbit potentially sick and I need to see a vet?,1,1,,CC BY-SA 4.0,17671,,,
21497,2,,2018-10-15T18:39:38.763,1,,13148,,2018-10-15T18:39:38.763,,,1,,CC BY-SA 4.0,,,21493,
21498,1,,2018-10-15T20:18:20.610,2,124,13149,2018-11-26T17:53:09.303,2020-04-15T14:09:59.013,taking care of newborn cats,2,3,0,CC BY-SA 4.0,6826,,,
21499,2,,2018-10-15T21:57:54.377,4,,1436,,2018-10-15T21:57:54.377,,,0,,CC BY-SA 4.0,,,21498,
21500,2,,2018-10-15T22:00:57.563,3,,13,,2018-10-15T22:00:57.563,,,1,,CC BY-SA 4.0,,,21496,
21501,2,,2018-10-15T22:02:22.587,6,,10852,2020-04-15T14:09:59.013,2020-04-15T14:09:59.013,,,0,,CC BY-SA 4.0,10852,,21498,
21503,1,21505,2018-10-16T08:44:00.343,4,98,12116,,2018-10-16T11:39:24.053,I need advice on a vocally demanding dog,1,4,,CC BY-SA 4.0,,,,
21504,2,,2018-10-16T09:21:58.120,3,,8894,,2018-10-16T09:21:58.120,,,1,,CC BY-SA 4.0,,,18148,
21505,2,,2018-10-16T11:39:24.053,6,,12501,,2018-10-16T11:39:24.053,,,2,,CC BY-SA 4.0,,,21503,
21507,1,,2018-10-16T16:03:11.970,1,43,13154,2018-10-17T17:26:24.213,2018-10-17T17:26:24.213,My 16 year old Lhasa,1,1,,CC BY-SA 4.0,9258,,,
21508,2,,2018-10-16T21:29:16.300,3,,495,,2018-10-16T21:29:16.300,,,0,,CC BY-SA 4.0,,,21507,
21509,2,,2018-10-16T21:40:58.847,4,,495,,2018-10-16T21:40:58.847,,,0,,CC BY-SA 4.0,,,21483,
21510,2,,2018-10-17T05:16:12.140,-1,,13159,,2018-10-17T05:16:12.140,,,0,,CC BY-SA 4.0,,,2982,
21511,1,,2018-10-17T08:37:09.877,7,230,12491,2019-05-31T02:24:31.530,2019-05-31T02:24:31.530,How can I teach my 5 months old blind kitten to use the litter box properly?,1,4,1,CC BY-SA 4.0,,,,
21513,1,21515,2018-10-17T12:33:16.190,8,4260,13164,2018-10-17T12:48:05.020,2018-10-19T13:08:15.927,"Cat loves to eat newly opened can food, but after a day or two hesistates to eat the food",3,1,,CC BY-SA 4.0,,,,
21515,2,,2018-10-17T16:23:38.100,8,,10702,,2018-10-17T16:23:38.100,,,0,,CC BY-SA 4.0,,,21513,
21517,2,,2018-10-17T17:29:32.183,4,,5552,2018-10-17T17:39:33.853,2018-10-17T17:39:33.853,,,0,,CC BY-SA 4.0,5552,,21513,
21518,1,,2018-10-17T17:31:56.940,2,273,13,2018-10-19T10:25:16.750,2018-10-19T10:25:16.750,Will pets stores test my aquarium water?,1,1,,CC BY-SA 4.0,9258,,,
21519,2,,2018-10-17T17:48:17.410,4,,1436,2018-10-17T21:49:13.547,2018-10-17T21:49:13.547,,,0,,CC BY-SA 4.0,1436,,21511,
21520,2,,2018-10-17T18:43:45.910,3,,30,,2018-10-17T18:43:45.910,,,0,,CC BY-SA 4.0,,,21518,
21521,2,,2018-10-17T20:03:38.557,0,,13120,,2018-10-17T20:03:38.557,,,1,,CC BY-SA 4.0,,,15980,
